,AAPL,ABBV,ABT,AFL,AMZN,CCI,CVX,DLR,DRE,GOOGL,GS,JPM,MSFT,NEE,XOM,MVP,Date
100,10785.970290126408,10245.08675700327,10301.635128732636,6848.770982456865,13106.43828028463,11226.87324588324,7742.096207606641,11553.365525802219,9841.361619236197,10612.069548883745,8526.943148084783,6873.744898868376,11513.634168541601,9675.833912091079,6579.249161728734,9789.390711947783,2020-05-26
101,10832.964139740478,10162.638629604273,10448.998560726941,7026.464479544787,13044.365633570393,11470.981678503367,7791.88447940858,11635.210440100873,9844.246573594062,10603.931998652059,9118.427797183724,7271.879998922909,11528.852319398875,9957.466189142695,6626.540912492221,9965.783896812562,2020-05-27
102,10837.732219132533,10168.285277655585,10603.269379109934,6924.385635451387,12994.090670820588,11874.076717094204,7540.453168680396,12197.261204056615,10046.150467424222,10588.701575993873,8751.35944115123,7163.558463604065,11502.85335490657,10379.913974608256,6454.571754577089,10071.2686086297,2020-05-28
103,10827.175516764508,10466.455524137416,10927.929714708429,6894.139918476532,13217.432463275816,12111.15097109879,7609.3266386785035,11989.31018204332,9945.19797036529,10702.78335432942,8545.644837654123,6980.631407405526,11620.165094875902,10553.352894525955,6516.194040718969,10114.315564593531,2020-05-29
104,10960.327355462918,10243.957082717405,10708.036090566868,6988.657874162299,13372.58682986397,12224.411659067866,7699.775891683492,11895.77459350408,10152.870672623478,10712.862159719274,8695.255036070814,7073.170931939887,11593.532363292326,10557.069294283538,6632.272798638648,10161.628890559507,2020-06-01
105,11011.067701635044,10282.35825323575,10663.136322329707,7039.697656766386,13380.000535094787,12279.28319004133,7857.4392799664865,11691.999540477747,10279.781157176978,10768.41008240537,8878.354538005024,7096.843948116612,11725.428487027659,10596.300058764233,6779.879937075534,10221.626439346352,2020-06-02
106,11071.68404136922,10265.416585703804,10522.680276724093,7223.0620004387265,13412.416709358642,12279.986285874258,8064.060956145258,11649.407715195091,10553.793505925929,10745.56387880097,9158.0052203602,7479.914003475152,11753.963487468392,10719.358384816624,7056.463533942606,10353.129445446237,2020-06-03
107,10976.332846028969,10508.24485582435,10160.027559277127,7434.782740377481,13316.088087171565,11793.879781561543,7989.378231896237,11438.116682588317,10426.883021372429,10559.284269248445,9342.844090250168,7635.581571147446,11599.239169863804,10401.800279996507,7036.40001906802,10223.62994407519,2020-06-04
108,11288.949664233887,10599.728654132252,10345.383373119903,7661.625257131501,13437.311003365481,11860.711455696053,8365.280538675383,11798.897720044542,10617.24929834653,10751.31245481512,9477.667338346288,7979.197146847134,11870.640492763105,10504.625084072675,7606.764511266094,10465.443913577215,2020-06-05
109,11355.695500972064,10683.306455817112,10656.228057585678,7958.411580295626,13659.516545163817,12158.284154195037,8566.923577601627,11825.62290209965,10732.622166043977,10811.190606876919,9603.357743326362,8138.450639566589,11944.19811385108,10756.524902839901,7844.655006601645,10607.255720606954,2020-06-08
110,11714.285625207136,10861.757078667468,10392.585310701512,7599.2437813585775,14075.136556519717,12264.50959011982,8425.0267180746,11815.600321665575,10643.208386128805,10841.352972820378,9485.496153216218,7929.6991216235,12035.510889328107,10681.781033859817,7669.8196322758595,10661.151285075297,2020-06-09
111,12015.66503223806,10944.20606775547,10610.177643853964,7389.413804357812,14327.268595452157,12246.922533437844,8097.253348377292,11548.35487274859,10282.666111534843,10935.575619749126,9286.305009087717,7608.321535318844,12481.927720169477,10604.146211660373,7258.527144157291,10760.015834183298,2020-06-10
112,11438.78770230432,10420.149218685037,10105.917356951488,6741.020570664273,13842.973957729493,11306.367085582973,7415.982172629435,11185.067234438733,9959.619441291508,10466.7055373392,8443.004873946591,6973.457915404131,11811.668223024477,10254.790141874726,6617.942263260255,10225.868620459,2020-06-11
113,11537.544520174599,10442.737534268295,10248.675571901553,6926.275677274602,13772.945904889873,11563.13768376832,7666.583499451457,11357.942410749813,10196.135085402131,10548.982173946031,8775.71457429749,7164.275976994912,11904.883267358662,10196.151301956032,6759.816422200947,10291.648292359001,2020-06-12
114,11680.231478407035,10512.762691278802,10309.69403897122,7017.012828199165,13922.634542482398,11788.252868040614,7570.326258380004,11651.913041721906,10444.188346368808,10607.366789909027,8972.731010760588,7263.271480139821,11980.976924395069,10264.701171340144,6755.517370922406,10387.108572508603,2020-06-15
115,11989.783548109954,10849.333246589973,10331.567721987183,7060.491001280844,14153.120015484717,11930.355513162278,7802.671737819796,11901.619930624373,10646.092240198966,10799.469025701808,9115.383073726638,7321.3774768441845,12274.572674072355,10248.182788897782,6907.423560637833,10543.287919667113,2020-06-16
116,11973.09734873793,10813.191424643357,10465.116381204109,6954.631352426241,14292.254569032348,11920.506804357521,7596.0500616410245,12151.328093853659,10591.290210564257,10844.787764077346,8967.512243265706,7136.2989750778215,12317.058291187821,10282.457723589838,6682.430765812789,10525.252999375072,2020-06-17
117,11977.865428129986,10868.534262693649,10393.736834551408,7015.1227863759495,14362.60797271413,11625.044466786076,7629.242453873058,11955.904978801254,10548.024697497902,10707.262823391578,8865.30695564021,7097.561461507459,12448.954414923153,10279.566770370477,6723.989537080082,10548.656483626344,2020-06-18
118,11909.416260501754,10922.74656476907,10439.788126638461,6918.714067752195,14476.416357913671,11990.855031085424,7520.537353485841,11679.472907843678,10268.243540320922,10636.484478047298,8769.191114928886,7016.499414714859,12374.762059160561,10002.064876569279,6589.280645828586,10412.685829332093,2020-06-19
119,12221.011495872672,10985.994537753395,10400.644220940096,6892.249155538544,14686.444364510531,11701.72377629659,7600.1987149873885,11868.214727382307,10224.979127542269,10830.751258910805,8847.040605780514,6940.459414355829,12718.453468965296,10201.51922490192,6652.335766838351,10621.998532457845,2020-06-22
120,12481.866385071464,10990.512373207848,10511.167673291164,6879.016699431719,14960.224620900208,11644.74188439559,7587.752121856071,11851.512125761274,10207.672702258185,10930.19957333399,8906.189070690409,7025.107933497948,12803.424703196228,10043.35988750739,6692.462249912641,10677.929699512913,2020-06-23
121,12261.5360137048,10745.425616204579,10050.656509131293,6648.3926568017205,14797.818398738762,11403.44798196468,7272.425345290082,11693.670182937898,9974.04201250543,10696.661109482005,8612.186777724304,6790.531406507951,12545.33926229704,9979.765217800055,6377.185551514049,10482.51902423836,2020-06-24
122,12424.314793839285,10954.370551261232,10317.752949209806,6773.157050577116,14907.027280915845,11587.759992494588,7402.704962499732,11948.388999220811,10106.721305486959,10759.375954820704,9007.089666442183,7027.25992636813,12703.868117615948,9876.114967185666,6473.201341234024,10614.934003929875,2020-06-25
123,12042.568099200163,10857.239243213015,10212.986237752872,6555.765464053943,14573.068679415795,11349.279546824144,7174.5081364063035,11741.272661274183,9974.04201250543,10172.840063131805,8228.156763705834,6642.037330837051,12449.588182014424,9754.707534209718,6251.074762819635,10332.945655214995,2020-06-26
124,12320.109187770979,10892.25225256277,10247.524926406997,6697.5423975825925,14505.476629074607,11417.517412624511,7274.9146639163455,11702.856804978488,9974.04201250543,10431.390414893163,8414.300325469523,6671.449359535835,12583.386574606917,9838.123632736026,6351.3901504930345,10467.602180072816,2020-06-29
125,12422.952336977258,11088.77335554193,10526.133969918437,6810.963655959603,14929.97194716038,11772.776172286174,7404.3649303120565,11868.214727382307,10207.672702258185,10587.282090121176,8594.789780028685,6747.489359894866,12904.88259005032,9917.822701392888,6408.713385356373,10631.766767381992,2020-06-30
126,12399.45489254518,11197.198821381779,10550.31070063419,6689.980788060186,15578.729784069435,12092.156649322205,7270.766010569981,12309.170036677036,10418.229258586534,10766.09515841394,8592.615735990887,6690.1008765813485,12980.342479995456,10169.309166779141,6263.972463330142,10739.987902043576,2020-07-01
127,12399.45489254518,11167.83332177234,10618.236554092548,6665.405917669749,15641.505981335762,12009.84935286201,7328.02223825071,12409.386920730054,10458.609817295026,10974.622873590795,8585.221597202995,6647.059377270621,13079.264330901118,10175.090443106003,6316.9966469149385,10768.92644431697,2020-07-02
128,12731.142989068234,11182.516502421562,10703.430873522628,6809.073614136388,16543.857458676313,12261.696133359354,7349.597388165366,12344.245882379251,10481.685051007136,11196.51494572802,9018.397217223632,6814.921388773165,13360.811732760832,10198.21617852531,6361.421634592886,10955.798425890856,2020-07-06
129,12691.640054070105,11220.916811250901,10644.715454152749,6544.423049770332,16235.821226813798,12065.423979668401,7162.060910182763,12317.521974650963,10285.549965605005,11123.870534685924,8670.465226842514,6622.668847703049,13205.453648064973,10188.305149059892,6196.618291041835,10859.312253300965,2020-07-07
130,12987.22979887497,11213.01081462786,10658.531105285469,6691.871550998175,16674.11670549407,12058.389801052863,7165.3802127151885,12285.786139542226,10236.516744398325,11226.006302699552,8796.155631822588,6692.970382842378,13495.878627119213,10458.787596726897,6182.2872089885595,11044.898582196702,2020-07-08
131,13043.07909846718,11061.667204504221,10784.01997590847,6421.550140047701,17223.515367955286,12075.272688473158,6865.819964905166,12279.10484402845,10354.774566453636,11338.445305249843,8560.431787974696,6548.063326823354,13590.362173219286,10405.930033135062,5927.19996186396,11027.859241902734,2020-07-09
132,13065.894794843201,10936.300071132428,10711.489783761212,6591.682027613216,17317.516988433694,12064.720883835475,7072.442274176162,12309.170036677036,10323.046670243335,11490.380419935414,8940.112386662358,6906.025886525832,13549.144090286363,10720.185091578569,6112.066820289598,11127.902647739227,2020-07-10
133,13005.619329137051,11052.631533595315,10717.245646300007,6593.572790551205,16797.99114847526,11741.822780777296,7086.548835119804,11916.653164112076,10184.598568833779,11290.43911328386,9084.504481211772,7005.0219369730985,13130.628492794454,10581.433199510177,6113.499655157483,10959.519983077324,2020-07-13
134,13220.841786333716,11166.70450917548,10916.4171112755,6739.130528841058,16689.756667297548,11913.472625741982,7331.341540783136,12258.226273420454,10239.400598468486,11354.870784633917,9307.615418776892,7045.193930022797,13211.795189311068,10842.004617711764,6315.56326537217,11159.581475862633,2020-07-14
135,13311.765776309941,11348.543293194423,11136.311613772401,6858.222633802486,16283.173812329045,11818.502090287811,7376.1511753325485,12040.253945299903,10331.699332741524,11325.156137749826,9433.305823756966,7154.232978732487,13192.136798481513,10695.407832970957,6395.815684845866,11137.976860732151,2020-07-15
136,13147.965413341457,11285.294458521092,11098.31923192393,6875.235894670515,16234.630475762022,11659.5154843171,7332.171524689299,11730.416671100262,10242.28445253865,11310.522673837462,9336.31996725396,7174.318975257336,12930.881554542624,11082.75523720624,6345.657717671725,11060.278303935745,2020-07-16
137,13121.403220407381,11388.073276309628,11426.433260716769,6846.8809406336495,16029.363821845145,11886.03686025525,7235.084299711683,12005.178099597688,10406.692742018182,11324.931708603019,9194.537920079592,7041.607457673278,12864.933976466631,11371.820313773023,6236.7442274412415,11116.803127153342,2020-07-17
138,13397.922726144197,11242.376314237299,11406.861747045255,6801.512004613981,17300.415425131156,11970.454517642984,7075.760943616363,12046.100556747015,10323.046670243335,11675.76345213496,9207.585502444406,6979.914441317037,13417.882701225646,11328.459796153773,6090.570470547125,11283.980875323863,2020-07-20
139,13213.008958439663,11000.677718402618,11304.398083288112,6901.700806884166,16983.560038460764,11785.438337851396,7583.602835417483,11967.596927368659,10496.106521933354,11616.631498505438,9221.067760891257,7131.277475946609,13237.159419128755,11411.049818029996,6398.681901256521,11235.967911544605,2020-07-21
140,13250.127853741764,11034.560191777506,11534.653665368047,6930.056482035805,16775.857382045455,11822.722812142885,7554.559729624038,12098.713688136928,10726.85335761595,11683.304043620823,8959.248752313737,7079.627457852793,13427.394045511443,11579.94752176375,6249.641927951749,11305.463899338738,2020-07-22
141,12647.029204901977,11071.831688009985,11607.183857515305,6992.438678923503,16162.384422003493,11731.26990271086,7552.070410997774,12175.546675055135,10749.92859132806,11324.185510170742,8829.644271712501,7100.430967768489,12843.373316779916,11602.659273690222,6262.539628462256,11033.571416865561,2020-07-23
142,12615.698932575846,10967.92405762459,11391.894572062643,6950.850547665038,16283.390162381449,11727.049180855785,7479.047021468854,12275.76483343497,10747.043636970195,11260.424847792608,8762.232315850639,7050.215429154009,12764.74362379508,11572.926815405832,6223.846526930735,11005.174428421917,2020-07-24
143,12914.69429991074,10973.571567364908,11511.627580146851,6886.5783089541255,16533.95325055219,11849.45548179669,7554.559729624038,12611.491331296236,10879.724030239426,11418.85473692461,8829.644271712501,6951.2199260091,12926.443249737034,11464.734088383775,6315.56326537217,11149.595646433194,2020-07-27
144,12702.537630466159,10922.74656476907,11496.661283519577,6860.113396740475,16236.957477470693,12084.418301444986,7394.4070227147795,12858.694167998709,11084.511778139748,11226.379971532815,8768.755775219242,6981.348920796373,12810.400011533593,11564.25521597147,6241.043278719783,11113.28410983691,2020-07-28
145,12946.02457223687,10956.629899832962,11802.900750941113,6899.810765060951,16416.6271125922,12231.445837683405,7474.068384216327,13128.444943442508,11595.039770999321,11374.655865814611,8810.507906061122,7150.645959080611,12939.75913173715,11622.067979240082,6309.830832550859,11258.967336952912,2020-07-29
146,13102.673855367359,10847.07475970725,11688.924483751041,6671.077485368942,16515.931786645157,11973.972143665129,7158.741607650337,13256.221693617297,11528.700124508556,11485.602471500346,8677.8587020028,6959.827897489831,12929.613052776736,11659.23323703964,6000.286566973577,11268.61657970075,2020-07-30
147,14474.374846905474,10719.449139452732,11586.460819993898,6724.007309796243,17126.37419442636,11973.972143665129,6965.397141601268,13407.382340926897,11592.154816641454,11109.161881313208,8609.577393976862,6932.568408963587,12999.999903241665,11591.510074417472,6030.381565948015,11628.582900087531,2020-07-31
148,14839.094468144543,10835.780601915621,11591.066037038136,6684.309941475767,16840.68973057317,11544.144435420489,7037.589914131802,13417.404921360972,11442.169098375844,11070.413106844451,8671.769918716236,6893.830895393225,13731.134906565798,11463.081935083608,6054.743585426259,11823.854339200998,2020-08-03
149,14938.192160042852,10649.423982442226,11504.720193758161,6627.599312287262,16986.481589931762,11669.364193121855,7176.997455032567,13454.151409523336,11508.50984515431,10999.784001186626,8769.625791010925,6854.376415734374,13525.047394651217,11771.14236381928,6229.578959752045,11895.097705994254,2020-08-04
150,14992.338128745005,10531.962845693472,11759.152506553848,6720.22650503504,17344.737458385644,11573.690561834757,7235.913650525621,13329.714669942025,11471.013140515981,11043.012244717542,8894.88151990896,6973.457915404131,13502.853935456578,11718.698153608419,6284.0354315298455,11890.758958837727,2020-08-05
151,15515.409324754533,10455.161366345788,11714.252738316687,6693.761592821389,17452.810089905834,11527.963570404369,7258.31878434644,13111.742341821475,11430.632581807491,11236.085108089406,8883.138629417868,6975.609908274314,13719.08752633157,11678.6419425895,6253.94097923029,12145.206937482144,2020-08-06
152,15135.365961005467,10494.691349460993,11654.386673452254,6903.591569822154,17141.419606467512,11831.868425114713,7202.721891385811,13246.200387510042,11465.244332087954,11186.959048857883,9057.974640400109,7129.124935774069,13473.684200341228,11883.878197360866,6225.279361798621,12030.031372479814,2020-08-07
153,15355.355458344104,10433.701863359389,11517.384321040985,7083.175829848065,17036.97372849753,11690.467802397225,7445.855262329043,13215.30051079479,11430.632581807491,11175.386707369227,9106.250230610593,7219.512467438247,13205.453648064973,11712.917507393418,6378.618386381935,12095.807006918047,2020-08-10
154,14898.689225044724,10466.455524137416,11404.558699345467,7189.035478702669,16671.73520339052,11381.639129998879,7436.727338637928,12663.271052946304,11194.116937696868,11053.83838777392,9179.315630049376,7447.633015817695,12896.639747530413,11471.341441360719,6444.540270477238,11792.637284235909,2020-08-11
155,15393.836810508234,10787.214947891513,11587.612343843792,7111.530783884931,17113.17023512131,11621.52684076393,7528.005942456854,12897.945982687886,11419.094964951435,11253.182735679655,9225.851852304102,7384.505519982119,13265.060652478218,11752.147011650392,6318.429481782825,12124.86491939746,2020-08-12
156,15666.269984909051,10693.471801011881,11639.41949846964,7136.105654275367,17106.567429705225,11562.434587935391,7453.323218207834,12705.86287822896,11185.463174910976,11323.438172504217,9063.19340789499,7343.616013541574,13233.988648505707,11744.300858754252,6163.657075656742,12233.060996092672,2020-08-13
157,15652.307660010998,10737.519619581539,11511.627580146851,7196.597088225076,17036.21567755056,11581.428909711976,7497.302868851084,12804.410394148646,10928.757251446108,11233.696133871872,9044.927058035295,7346.485519802603,13246.670763414551,11583.25056814036,6190.885858220525,12208.08825943792,2020-08-14
158,15611.442268150842,10882.086907368,11594.519730232481,7081.285066910077,17222.324616903512,11682.026358687077,7532.154595803218,13071.655843065631,11165.272895556729,11320.37705008051,8831.818979377904,7152.7979519507935,13334.179001177257,11686.074742104667,6110.633438746829,12199.433737844143,2020-08-17
159,15741.529358347252,10803.026941137594,11623.301677992473,7020.793632960368,17926.281444663437,11677.805636832003,7271.595361383919,13066.645190012005,11096.049394995804,11615.586820700251,8755.273516772391,7053.084935415039,13410.90739288828,11688.552341943056,6080.538986447274,12254.935327905672,2020-08-18
160,15761.280306221275,10853.851082044426,11568.040830172278,6999.999567331136,17644.81828412278,11441.435552089097,7168.699515247615,12692.500287201407,10928.757251446108,11532.19031682788,8829.644271712501,7069.584459590368,13297.40019063327,11659.23323703964,6013.184267484084,12229.363990462281,2020-08-19
161,16111.01705897838,10752.201938541755,11700.43708718397,6930.056482035805,17844.456533622946,11458.319512938146,7037.589914131802,12957.240409591577,10989.328089508845,11768.417373504555,8778.759297754576,6984.935940448249,13606.848825842448,11649.734930843333,5921.467529042649,12408.178331907955,2020-08-20
162,16941.257324244885,10713.801629712416,11789.085978163734,6884.687546016136,17775.997431545027,11478.720026380586,7059.995047952621,12907.967288795142,11006.634514792928,11763.340945696576,8803.983783064914,6981.348920796373,13507.926974936785,11662.124190259,5877.041994689818,12820.612876894775,2020-08-21
163,17143.87887415544,10674.271646597212,11672.806663273872,7066.162568980037,17899.060974711487,11326.767599025414,7235.913650525621,12765.158579459468,11052.783881929447,11834.865489473133,9017.527201431949,7177.905447606855,13550.412592052251,11671.209143074333,6050.4445341477185,12924.925455688657,2020-08-24
164,17003.235081591007,10623.446644001373,11797.14488840232,7013.232023437961,18110.279732360123,11304.256724655435,7147.124365332958,12923.835206349511,11116.239674350049,11989.414007523048,8959.248752313737,7209.469469175822,13726.696601760208,11616.699426182333,5858.412408032884,12845.804869582284,2020-08-25
165,17234.463029353723,10656.2003047794,11880.03703848795,6890.359113715329,18626.34231995299,11323.954142264949,7035.100595505539,12857.859483932045,11150.851424630511,12275.214842490612,9012.308433937065,7108.321425858373,14023.462154477196,11521.308051733193,5733.7344542063565,12964.922197526157,2020-08-26
166,17028.43585691314,10650.553656728089,12812.571970240619,6971.64461329427,18399.8618002108,11496.307083062562,7045.888487008979,12836.144954930563,11231.612542047495,12158.670039711427,9139.738206872898,7342.18098675988,14367.787331373202,11516.352852056414,5695.041899349719,12911.227097253448,2020-08-27
167,17000.852081145065,10635.870476078868,12755.008074720634,7018.903591137154,18409.602507150288,11522.335583454686,7105.6340333159715,12885.418075726997,11156.62023305854,12240.124149191382,9033.619507253847,7372.309981547154,14515.536340640425,11544.019803659665,5831.183625469102,12901.938183849172,2020-08-28
168,17577.38749780069,10816.579585811945,12603.039425682091,6865.784243324893,18675.643707466985,11484.34801333027,6964.567157695106,12998.99755080757,11119.12352842021,12166.210631197291,8910.10314631157,7187.23147978079,14301.205018622592,11528.32875809111,5723.702970106505,13157.123898174368,2020-08-31
169,18277.540672870782,10417.889870113308,12266.866486650668,6937.618091558213,18936.271201892254,11403.44798196468,6894.033719884673,12824.45300636316,11122.008482778076,12356.968570577726,8935.76363495916,7183.644460128914,14411.541450254555,11444.086582914719,5650.616364996888,13486.141968037558,2020-09-01
170,17898.85872673366,10611.02281192388,12599.585732487747,6975.4254180554735,19111.23233320154,11697.503054441517,6903.161643575789,12944.713776957507,11332.565039106425,12822.180571818124,9134.954115460054,7291.965995447758,14689.283346816606,11903.700256291699,5616.222314743909,13426.148961605828,2020-09-02
171,16465.860686655396,10376.10140011538,12149.43564791091,6982.986306463107,18226.685969715618,11376.012216477948,6827.648935420604,12373.476390961174,11188.348129268841,12166.061391510837,9027.095384257638,7269.01049266188,13779.328297836086,11586.966967897944,5604.757995776171,12589.482502319388,2020-09-03
172,16476.758263051448,10376.10140011538,11991.711136333572,7156.8997199046,17829.574622766435,11297.221472611145,6798.6058296271585,12124.60291179855,11009.51836886309,11805.449321961953,9174.096862554494,7426.1119925111525,13585.92290083035,11451.932735810859,5600.458944497629,12572.277603016882,2020-09-04
173,15367.955326380128,10189.744780641984,11839.74160893969,6982.986306463107,17046.065385279806,11150.193936372727,6552.983140057663,12051.945893867307,10859.53375088518,11375.328014020784,8806.158490730317,7167.86244934443,12850.983359791899,11476.296641037497,5471.481939392561,11942.63678741434,2020-09-08
174,15980.929968781968,10348.994387388664,12181.671288865247,7001.890330269124,17688.814966535105,11346.465016634926,6640.942441344164,12325.037954231404,10937.409913944297,11551.752108096014,8794.850939948868,7236.011991613577,13398.224310396092,11660.472036958834,5438.52127068235,12316.62605557066,2020-09-09
175,15459.220190384382,10125.367133371794,11973.290268156614,6844.99017769566,17182.818436723886,11168.48408888763,6484.939020873494,12162.1853583544,10816.268237818824,11393.619559102675,8698.734435609938,7161.406470733882,13022.828097110922,11435.001630099385,5302.378997888085,11980.82460224193,2020-09-10
176,15256.257766445797,10131.013781423106,12053.879370542456,6879.016699431719,16864.12324884451,11156.525019155337,6446.767991388932,12159.680031827585,10715.316841047597,11316.794158371333,8738.311858786416,7250.3589756163665,12937.85686287999,11486.207040391053,5288.048462509692,11885.148614716973,2020-09-11
177,15713.945582579177,10220.239092848284,12167.856516087868,7007.561176853543,16792.417244453427,11266.972250363948,6413.5755991568985,12049.440567340494,10931.642205803973,11265.053556541221,8756.578208646111,7350.789505542969,13025.365100642697,11641.890038170917,5253.654412256713,12149.887461168692,2020-09-14
178,15738.464609845254,10267.675934275532,12270.320179845012,6935.7273286202235,17080.105010700245,11499.12161325178,6335.5735723754515,12299.983414636445,10908.566972091861,11461.336782023249,8611.316761932621,7121.951443772674,13239.061687985914,12210.935238489148,5197.764558936145,12259.119095142552,2020-09-15
179,15273.965548651819,10140.04945233201,12169.007161582424,7034.026089067193,16657.827693533378,11689.764706564298,6518.960763919466,12563.052894566466,10954.71633922838,11289.393296244423,8727.873660169043,7152.080438559947,13002.536906773441,11577.056568544387,5418.458302482647,11980.507039451095,2020-09-16
180,15030.137732853076,10123.107784800064,12279.530613933492,7111.530783884931,16282.415761382077,11442.138647922025,6538.046595207858,12254.050304433491,10683.588944837296,11102.36748825962,8473.448790379416,7070.301425678857,12866.83624532379,11542.78100374047,5417.024920939878,11794.548517553607,2020-09-17
181,14553.379677651645,10177.320948564491,12302.555820799349,7145.557305620989,15991.157393507054,11233.204328665852,6489.91765812602,12099.549646530411,10539.372034999711,10833.961621020968,8474.753482253138,7055.236928285221,12707.038888238994,11435.414983480357,5329.607233776986,11505.192930389378,2020-09-18
182,14994.722168441032,10062.118298698462,12197.789109342415,6882.797504192922,16021.24656606224,11085.473696594505,6331.4249190290875,11847.33615677431,10334.584287099391,10677.548176507486,8437.350766742064,6837.159378168197,12843.373316779916,11405.682525195969,5220.693743546502,11716.990875219302,2020-09-21
183,15230.376282317691,10006.776322337177,12065.392852330724,6875.235894670515,16933.22974955252,11254.309011369973,6267.529453191281,11976.78354940925,10571.099931210012,10899.140630037551,8333.840787242847,6762.5538572885025,13152.821951989094,11482.49064063347,5091.716738441434,11890.015057541194,2020-09-22
184,14591.521195037833,9841.879205850179,11827.078360012205,6733.458961141865,16234.41412570962,10947.590699899163,5970.458524007522,11624.353175600132,10354.774566453636,10522.62598962431,8094.63754385583,6652.797842490322,12719.721003147839,11286.339338677439,4928.346229758269,11460.716723858235,2020-09-23
185,14741.359233108264,9702.959427804033,11618.696460948233,6742.910612487487,16342.270407177404,11072.810457600532,5958.011930876205,11796.392393517728,10285.549965605005,10623.194171313033,8485.626356952547,6647.059377270621,12884.591399712841,11461.017688626192,4918.314745658417,11574.888920453064,2020-09-24
186,15294.398244581897,9739.101249750649,11909.969631742497,6754.253026771098,16749.989512802804,11376.012216477948,5960.501249502468,11860.698747801865,10449.957154796835,10744.14553216252,8478.6675578743,6705.165373974985,13178.187149390127,11637.760285032362,4964.173114879134,11937.948970438494,2020-09-25
187,15659.458739848997,9857.69119909626,12023.946777287909,6867.675006262882,17177.08268304453,11508.266152794855,6134.760517355368,12188.074582016023,10651.861048626994,10890.480171286148,8657.852984187346,6898.135428435948,13280.913538010109,11733.565012862475,5060.189451273993,12164.441707022112,2020-09-28
188,15540.94993485461,9813.643380526604,12110.292620567885,6809.073614136388,17019.22311503778,11549.771348941418,5966.309870661158,12320.027301177777,10660.513711125184,10945.431135226421,8558.69175639133,6840.028884429226,13142.675873028682,11691.443295162417,4912.582312837107,12089.696448821163,2020-09-29
189,15775.242631119327,9892.703346757013,12529.357709684939,6871.455089909311,17040.05712962605,11712.979750195955,5974.60781044611,12256.555630960305,10643.208386128805,10942.294823342363,8740.486566451818,6906.025886525832,13337.349771800305,11461.843135164414,4919.748127201186,12231.604482307117,2020-09-30
190,15908.735343845765,9841.879205850179,12507.483148313637,6879.016699431719,17432.570625079894,11819.205186120738,5843.498209330298,12297.478088109632,10813.384383748662,11108.788212479947,8635.237218996845,6956.2414251403125,13472.416666158684,11676.577696132084,4747.778969286055,12340.709179783833,2020-10-01
191,15395.198228120176,9726.677417673156,12261.109745756534,6971.64461329427,16911.63768401728,11862.11764736191,5907.393675168103,12472.858590947526,11087.39563220991,10867.633967681748,8693.950344197094,7022.238427236918,13074.826026095529,11610.918779967333,4726.282619543583,12033.973344378039,2020-10-02
192,15869.232408847636,9931.104517275357,12498.272714225157,7075.614220325659,17313.18833585852,11864.932177551127,6032.6940220330025,12692.500287201407,11312.37475975218,11070.936015364168,8776.584590089173,7104.734953508854,13340.520542423352,11889.246750418615,4835.1966564489485,12336.708054466602,2020-10-05
193,15414.269506438312,9700.700079232303,12232.32779799654,7064.2718060420475,16776.128232492738,11613.788492886712,5999.502262893192,12780.190538620353,11246.035113261416,10833.439851735498,8745.705333946702,7031.563912108496,13057.070871706479,11987.115724706146,4785.038689274807,12043.650086459997,2020-10-06
194,15675.805104443076,9833.973209227139,12403.867960706599,7166.351371250222,17294.192470952115,11601.829423154417,6122.313291131828,12742.609366391323,11246.035113261416,10894.064202229572,8854.869420650444,7154.232978732487,13305.644000736524,12269.573448295983,4800.802606195969,12230.957812886254,2020-10-07
195,15660.821196711024,9864.467521433437,12495.970544880707,7228.733568137919,17266.375799710717,11662.328941077565,6241.805649930262,13099.215709187405,11442.169098375844,11075.415484426327,9045.361734117334,7301.291480319336,13353.202657332196,12431.450445671819,5053.023636909913,12250.566033115781,2020-10-08
196,15933.254371111841,9905.127178834506,12623.762463203499,7202.267934809494,17786.443340563717,11773.479268119103,6140.569138514058,13223.651174441897,11485.434611442199,11277.148806549594,9026.225368465955,7259.684460487944,13684.844751736013,12508.671914490293,4978.50419693241,12443.023898420412,2020-10-09
197,16945.343655580884,9975.152335845014,12784.941546330521,7258.979285112773,18632.187074422105,11834.681881875178,6182.889454437207,13283.78155973907,11681.56969684433,11681.362788462657,9312.399510189736,7348.637512672786,14039.315040009087,12622.646547951072,4962.740280011248,13014.093916932407,2020-10-12
198,16495.8285021195,9919.810359483728,12476.399031209194,7034.026089067193,18635.975677629835,11734.084432900077,6090.780866712118,13193.585981793309,11413.326156523408,11699.878762691354,9168.442755349966,7229.555465700671,14131.896317252002,12449.206997921514,4903.984210280024,12763.540951240819,2020-10-13
199,16508.08853537758,9721.029907932838,12405.019484556493,6990.547915985514,18203.470453023798,11609.567771031638,6053.439188041495,13058.293252038078,11142.198762132322,11672.776379937355,9186.709105209662,7189.383472650973,14005.073232996876,12414.93269334132,4893.952726180172,12729.122653479135,2020-10-14
200,16442.70411625135,9626.157948456348,12355.514499275094,7041.587698589601,18067.852000709496,11828.350799092568,6099.908790403233,13084.182475699701,11231.612542047495,11613.27189670882,9072.326914638643,7296.987494578971,13928.97957596047,12324.908611726205,4936.944878990234,12701.347611595738,2020-10-15
